
Predictions were generated on 18-Feb-2025 at 21:38:06 using FAST.Farm, compiled as a 64-bit application using single precision
 linked with  NWTC Subroutine Library

Description from the FAST.Farm input file: FAST.Farm              input       - file, using two turbines separated by 3D downstream and an offset of 30m, turbulent inflow, yaw maneuver for WT1

Time                	RtVAmbT1            	YawErrT1            	RtSkewT1            	AziSkewT1           	RtSkewFiltT1        	AziSkewFiltT1       	RtGamCurlT1         	RtVAmbFiltT1        	RtCtAvgT1           	WkAxsXT1D1          	WkAxsYT1D1          	WkAxsZT1D1          	WkPosXT1D1          	WkPosYT1D1          	WkPosZT1D1          
(s)                 	(m/s)        	(deg)        	(deg)        	(deg)        	(deg)        	(deg)        	INVALID      	(m/s)        	(-)          	(-)          	(-)          	(-)          	(m)          	(m)          	(m)          
  563.7500	 6.799E+00	-3.009E+01	 3.094E+01	-1.280E+01	 2.961E+01	-1.345E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.702E-01	 4.737E-01	-1.353E-01	 8.272E+01	-6.869E+00	 9.267E+01
  566.5000	 6.803E+00	-2.840E+01	 2.931E+01	-1.369E+01	 3.000E+01	-1.326E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.703E-01	 4.736E-01	-1.354E-01	 8.278E+01	-6.915E+00	 9.253E+01
  569.2500	 6.794E+00	-2.899E+01	 3.015E+01	-1.523E+01	 2.979E+01	-1.338E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.703E-01	 4.735E-01	-1.356E-01	 8.276E+01	-6.861E+00	 9.246E+01
  572.0000	 6.812E+00	-2.882E+01	 3.004E+01	-1.568E+01	 2.990E+01	-1.392E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.703E-01	 4.734E-01	-1.357E-01	 8.274E+01	-6.889E+00	 9.235E+01
  574.7500	 6.779E+00	-2.850E+01	 2.938E+01	-1.342E+01	 2.994E+01	-1.444E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.705E-01	 4.733E-01	-1.351E-01	 8.278E+01	-7.109E+00	 9.249E+01
  577.5000	 6.826E+00	-2.896E+01	 2.987E+01	-1.352E+01	 2.977E+01	-1.414E+01	 0.000E+00	 6.796E+00	 0.000E+00	 8.706E-01	 4.732E-01	-1.348E-01	 8.255E+01	-6.805E+00	 9.248E+01
  580.2500	 6.788E+00	-2.895E+01	 2.989E+01	-1.373E+01	 2.980E+01	-1.396E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.706E-01	 4.731E-01	-1.353E-01	 8.262E+01	-6.928E+00	 9.257E+01
  583.0000	 6.825E+00	-2.815E+01	 2.907E+01	-1.381E+01	 2.983E+01	-1.389E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.706E-01	 4.730E-01	-1.353E-01	 8.248E+01	-6.774E+00	 9.259E+01
  585.7500	 6.809E+00	-2.850E+01	 2.952E+01	-1.450E+01	 2.961E+01	-1.387E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.706E-01	 4.729E-01	-1.356E-01	 8.262E+01	-6.964E+00	 9.252E+01
  588.5000	 6.806E+00	-2.861E+01	 2.960E+01	-1.423E+01	 2.958E+01	-1.405E+01	 0.000E+00	 6.808E+00	 0.000E+00	 8.707E-01	 4.728E-01	-1.355E-01	 8.261E+01	-6.948E+00	 9.256E+01
  591.2500	 6.792E+00	-2.854E+01	 2.931E+01	-1.260E+01	 2.959E+01	-1.410E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.707E-01	 4.728E-01	-1.354E-01	 8.257E+01	-6.981E+00	 9.242E+01
  594.0000	 6.796E+00	-2.885E+01	 2.985E+01	-1.421E+01	 2.951E+01	-1.366E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.707E-01	 4.728E-01	-1.354E-01	 8.254E+01	-6.992E+00	 9.252E+01
  596.7500	 6.808E+00	-2.859E+01	 2.951E+01	-1.374E+01	 2.961E+01	-1.382E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.707E-01	 4.728E-01	-1.352E-01	 8.248E+01	-7.080E+00	 9.247E+01
  599.5000	 6.785E+00	-2.863E+01	 2.955E+01	-1.369E+01	 2.958E+01	-1.380E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.706E-01	 4.729E-01	-1.356E-01	 8.256E+01	-7.212E+00	 9.257E+01
  602.2500	 6.821E+00	-2.900E+01	 2.989E+01	-1.344E+01	 2.957E+01	-1.377E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.706E-01	 4.729E-01	-1.358E-01	 8.249E+01	-7.093E+00	 9.253E+01
  605.0000	 6.778E+00	-2.851E+01	 2.945E+01	-1.388E+01	 2.966E+01	-1.367E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.705E-01	 4.730E-01	-1.358E-01	 8.264E+01	-7.284E+00	 9.260E+01
  607.7500	 6.819E+00	-2.863E+01	 2.970E+01	-1.474E+01	 2.960E+01	-1.373E+01	 0.000E+00	 6.797E+00	 0.000E+00	 8.705E-01	 4.731E-01	-1.356E-01	 8.253E+01	-7.119E+00	 9.254E+01
  610.5000	 6.791E+00	-2.889E+01	 2.995E+01	-1.456E+01	 2.963E+01	-1.403E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.706E-01	 4.731E-01	-1.351E-01	 8.256E+01	-7.310E+00	 9.249E+01
  613.2500	 6.815E+00	-2.819E+01	 2.914E+01	-1.406E+01	 2.972E+01	-1.418E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.705E-01	 4.732E-01	-1.354E-01	 8.249E+01	-7.225E+00	 9.256E+01
  616.0000	 6.802E+00	-2.867E+01	 2.956E+01	-1.345E+01	 2.955E+01	-1.415E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.704E-01	 4.733E-01	-1.357E-01	 8.249E+01	-7.285E+00	 9.250E+01
  618.7500	 6.799E+00	-3.024E+01	 3.127E+01	-1.398E+01	 2.955E+01	-1.394E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.704E-01	 4.734E-01	-1.352E-01	 8.246E+01	-7.259E+00	 9.257E+01
  621.5000	 6.802E+00	-2.812E+01	 2.889E+01	-1.265E+01	 3.005E+01	-1.396E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.704E-01	 4.734E-01	-1.353E-01	 8.253E+01	-7.315E+00	 9.246E+01
  624.2500	 6.792E+00	-2.913E+01	 3.017E+01	-1.435E+01	 2.971E+01	-1.357E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.703E-01	 4.735E-01	-1.357E-01	 8.257E+01	-7.328E+00	 9.251E+01
  627.0000	 6.808E+00	-2.902E+01	 2.985E+01	-1.296E+01	 2.985E+01	-1.380E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.703E-01	 4.735E-01	-1.356E-01	 8.257E+01	-7.377E+00	 9.248E+01
  629.7500	 6.777E+00	-2.859E+01	 2.958E+01	-1.420E+01	 2.985E+01	-1.355E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.704E-01	 4.735E-01	-1.352E-01	 8.267E+01	-7.573E+00	 9.259E+01
  632.5000	 6.827E+00	-2.899E+01	 3.012E+01	-1.507E+01	 2.977E+01	-1.374E+01	 0.000E+00	 6.795E+00	 0.000E+00	 8.704E-01	 4.735E-01	-1.351E-01	 8.248E+01	-7.254E+00	 9.249E+01
  635.2500	 6.790E+00	-2.924E+01	 3.036E+01	-1.490E+01	 2.987E+01	-1.413E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.705E-01	 4.734E-01	-1.348E-01	 8.249E+01	-7.367E+00	 9.247E+01
  638.0000	 6.826E+00	-2.821E+01	 2.914E+01	-1.388E+01	 3.001E+01	-1.436E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.704E-01	 4.733E-01	-1.354E-01	 8.245E+01	-7.226E+00	 9.247E+01
  640.7500	 6.807E+00	-2.854E+01	 2.928E+01	-1.242E+01	 2.976E+01	-1.422E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.704E-01	 4.732E-01	-1.356E-01	 8.255E+01	-7.421E+00	 9.249E+01
  643.5000	 6.804E+00	-2.879E+01	 2.967E+01	-1.339E+01	 2.962E+01	-1.369E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.705E-01	 4.731E-01	-1.358E-01	 8.260E+01	-7.358E+00	 9.264E+01
  646.2500	 6.793E+00	-2.850E+01	 2.922E+01	-1.221E+01	 2.963E+01	-1.360E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.705E-01	 4.730E-01	-1.357E-01	 8.263E+01	-7.384E+00	 9.255E+01
  649.0000	 6.799E+00	-2.901E+01	 3.009E+01	-1.468E+01	 2.951E+01	-1.320E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.707E-01	 4.730E-01	-1.351E-01	 8.256E+01	-7.330E+00	 9.257E+01
  651.7500	 6.811E+00	-2.868E+01	 2.974E+01	-1.468E+01	 2.968E+01	-1.363E+01	 0.000E+00	 6.801E+00	 0.000E+00	 8.707E-01	 4.729E-01	-1.353E-01	 8.255E+01	-7.362E+00	 9.241E+01
  654.5000	 6.789E+00	-2.874E+01	 2.979E+01	-1.456E+01	 2.970E+01	-1.394E+01	 0.000E+00	 6.804E+00	 0.000E+00	 8.707E-01	 4.728E-01	-1.357E-01	 8.261E+01	-7.493E+00	 9.247E+01
  657.2500	 6.824E+00	-2.911E+01	 2.997E+01	-1.315E+01	 2.973E+01	-1.412E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.708E-01	 4.727E-01	-1.354E-01	 8.248E+01	-7.292E+00	 9.246E+01
  660.0000	 6.779E+00	-2.862E+01	 2.937E+01	-1.241E+01	 2.980E+01	-1.384E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.352E-01	 8.261E+01	-7.404E+00	 9.259E+01
  662.7500	 6.820E+00	-2.884E+01	 2.982E+01	-1.406E+01	 2.967E+01	-1.342E+01	 0.000E+00	 6.799E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.354E-01	 8.254E+01	-7.176E+00	 9.259E+01
  665.5000	 6.794E+00	-2.899E+01	 3.006E+01	-1.465E+01	 2.971E+01	-1.361E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.352E-01	 8.260E+01	-7.327E+00	 9.256E+01
  668.2500	 6.819E+00	-2.820E+01	 2.929E+01	-1.500E+01	 2.981E+01	-1.391E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.708E-01	 4.726E-01	-1.352E-01	 8.253E+01	-7.187E+00	 9.257E+01
  671.0000	 6.804E+00	-2.853E+01	 2.948E+01	-1.393E+01	 2.966E+01	-1.423E+01	 0.000E+00	 6.807E+00	 0.000E+00	 8.707E-01	 4.727E-01	-1.355E-01	 8.255E+01	-7.188E+00	 9.244E+01
  673.7500	 6.801E+00	-3.024E+01	 3.135E+01	-1.452E+01	 2.961E+01	-1.414E+01	 0.000E+00	 6.806E+00	 0.000E+00	 8.708E-01	 4.728E-01	-1.352E-01	 8.251E+01	-7.117E+00	 9.250E+01
  676.5000	 6.801E+00	-2.819E+01	 2.887E+01	-1.191E+01	 3.012E+01	-1.425E+01	 0.000E+00	 6.805E+00	 0.000E+00	 8.708E-01	 4.728E-01	-1.349E-01	 8.253E+01	-7.137E+00	 9.243E+01
  679.2500	 6.790E+00	-2.921E+01	 3.012E+01	-1.350E+01	 2.975E+01	-1.357E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.707E-01	 4.729E-01	-1.353E-01	 8.251E+01	-7.060E+00	 9.253E+01
  682.0000	 6.808E+00	-2.917E+01	 3.010E+01	-1.365E+01	 2.986E+01	-1.355E+01	 0.000E+00	 6.800E+00	 0.000E+00	 8.705E-01	 4.730E-01	-1.358E-01	 8.255E+01	-7.049E+00	 9.252E+01
  684.7500	 6.777E+00	-2.855E+01	 2.952E+01	-1.406E+01	 2.993E+01	-1.358E+01	 0.000E+00	 6.802E+00	 0.000E+00	 8.705E-01	 4.731E-01	-1.354E-01	 8.265E+01	-7.206E+00	 9.263E+01
  687.5000	 6.825E+00	-2.903E+01	 3.014E+01	-1.489E+01	 2.981E+01	-1.372E+01	 0.000E+00	 6.795E+00	 0.000E+00	 8.705E-01	 4.732E-01	-1.354E-01	 8.250E+01	-6.838E+00	 9.247E+01
  690.2500	 6.786E+00	-2.912E+01	 3.016E+01	-1.445E+01	 2.991E+01	-1.406E+01	 0.000E+00	 6.803E+00	 0.000E+00	 8.704E-01	 4.733E-01	-1.354E-01	 8.257E+01	-6.972E+00	 9.244E+01
  693.0000	 6.823E+00	-2.816E+01	 2.911E+01	-1.401E+01	 2.998E+01	-1.418E+01	 0.000E+00	 6.798E+00	 0.000E+00	 8.704E-01	 4.734E-01	-1.353E-01	 8.248E+01	-6.871E+00	 9.247E+01
